omega,F=1.00,F=3.12,F=5.24,F=7.35,F=9.47,F=11.59,F=13.71,F=15.82,F=17.94,F=20.06,F=22.18,F=24.29,F=26.41,F=28.53,F=30.65,F=32.76,F=34.88,F=37.00
5.381015,0.035128,0.109547,0.184064,0.258747,0.333664,0.408886,0.484488,0.560546,0.637143,0.714365,0.792306,0.871068,0.950762,1.031510,1.113450,1.196741,1.281553,1.368086
5.382015,0.035114,0.109504,0.183993,0.258646,0.333533,0.408726,0.484298,0.560325,0.636891,0.714081,0.791990,0.870719,0.950378,1.031091,1.112993,1.196238,1.281000,1.367478
5.383015,0.035101,0.109463,0.183924,0.258549,0.333407,0.408570,0.484110,0.560106,0.636637,0.713791,0.791661,0.870349,0.949964,1.030630,1.112483,1.195675,1.280399,1.366839
5.384016,0.035086,0.109416,0.183844,0.258437,0.333262,0.408391,0.483899,0.559862,0.636361,0.713484,0.791324,0.869981,0.949567,1.030202,1.112024,1.195185,1.279857,1.366240
5.385016,0.035073,0.109378,0.183780,0.258347,0.333147,0.408250,0.483730,0.559664,0.636133,0.713224,0.791029,0.869650,0.949196,1.029789,1.111564,1.194675,1.279292,1.365614
5.386016,0.035061,0.109340,0.183716,0.258256,0.333028,0.408103,0.483555,0.559459,0.635897,0.712954,0.790725,0.869309,0.948815,1.029367,1.111100,1.194164,1.278743,1.365033
5.387016,0.035048,0.109298,0.183646,0.258157,0.332901,0.407947,0.483368,0.559242,0.635649,0.712674,0.790411,0.868961,0.948435,1.028956,1.110656,1.193686,1.278219,1.364459
5.388016,0.035035,0.109257,0.183576,0.258060,0.332775,0.407792,0.483184,0.559028,0.635405,0.712400,0.790105,0.868622,0.948060,1.028539,1.110194,1.193175,1.277662,1.363846
5.389017,0.035022,0.109217,0.183508,0.257963,0.332650,0.407638,0.483000,0.558813,0.635157,0.712119,0.789789,0.868269,0.947667,1.028104,1.109714,1.192646,1.277091,1.363235
5.390017,0.035008,0.109175,0.183438,0.257864,0.332521,0.407479,0.482811,0.558592,0.634904,0.711831,0.789466,0.867909,0.947268,1.027667,1.109249,1.192154,1.276554,1.362644
5.391017,0.034995,0.109133,0.183367,0.257764,0.332391,0.407319,0.482620,0.558370,0.634649,0.711543,0.789143,0.867549,0.946879,1.027247,1.108787,1.191647,1.275999,1.362037
5.392017,0.034981,0.109090,0.183296,0.257664,0.332262,0.407160,0.482430,0.558149,0.634396,0.711257,0.788823,0.867193,0.946487,1.026815,1.108313,1.191129,1.275433,1.361420
5.393017,0.034969,0.109051,0.183229,0.257569,0.332140,0.407010,0.482252,0.557941,0.634159,0.710989,0.788523,0.866861,0.946111,1.026398,1.107857,1.190631,1.274891,1.360830
5.394018,0.034955,0.109008,0.183157,0.257468,0.332009,0.406849,0.482060,0.557717,0.633902,0.710698,0.788197,0.866506,0.945726,1.025978,1.107394,1.190124,1.274341,1.360234
5.395018,0.034942,0.108969,0.183091,0.257376,0.331890,0.406703,0.481887,0.557517,0.633675,0.710443,0.787915,0.866188,0.945371,1.025582,1.106954,1.189634,1.273792,1.359621
5.396018,0.034929,0.108927,0.183021,0.257277,0.331762,0.406545,0.481699,0.557299,0.633425,0.710161,0.787599,0.865837,0.944982,1.025155,1.106485,1.189122,1.273234,1.359022
5.397018,0.034915,0.108885,0.182950,0.257177,0.331633,0.406386,0.481510,0.557079,0.633173,0.709877,0.787281,0.865484,0.944594,1.024728,1.106019,1.188615,1.272681,1.358411
5.398018,0.034903,0.108845,0.182884,0.257083,0.331510,0.406234,0.481328,0.556865,0.632929,0.709601,0.786973,0.865143,0.944219,1.024318,1.105572,1.188128,1.272153,1.357839
5.399018,0.034890,0.108805,0.182816,0.256987,0.331387,0.406083,0.481148,0.556657,0.632688,0.709327,0.786663,0.864795,0.943830,1.023888,1.105104,1.187621,1.271605,1.357248
5.400019,0.034876,0.108762,0.182744,0.256886,0.331255,0.405921,0.480955,0.556434,0.632434,0.709042,0.786346,0.864446,0.943447,1.023469,1.104640,1.187109,1.271040,1.356624
5.401019,0.034863,0.108722,0.182676,0.256791,0.331132,0.405770,0.480775,0.556222,0.632191,0.708764,0.786033,0.864095,0.943061,1.023046,1.104180,1.186610,1.270500,1.356041
5.402019,0.034850,0.108681,0.182607,0.256692,0.331005,0.405613,0.480589,0.556007,0.631946,0.708489,0.785727,0.863757,0.942686,1.022631,1.103721,1.186104,1.269945,1.355443
5.403019,0.034837,0.108640,0.182538,0.256596,0.330881,0.405461,0.480407,0.555795,0.631702,0.708213,0.785418,0.863413,0.942304,1.022210,1.103259,1.185603,1.269405,1.354852
5.404019,0.034824,0.108600,0.182470,0.256499,0.330755,0.405306,0.480223,0.555580,0.631457,0.707936,0.785107,0.863069,0.941925,1.021794,1.102804,1.185101,1.268859,1.354257
5.405020,0.034811,0.108559,0.182401,0.256403,0.330631,0.405154,0.480041,0.555368,0.631213,0.707659,0.784797,0.862722,0.941541,1.021375,1.102349,1.184608,1.268315,1.353660
5.406020,0.034797,0.108515,0.182328,0.256300,0.330497,0.404989,0.479845,0.555140,0.630953,0.707366,0.784469,0.862359,0.941140,1.020930,1.101866,1.184088,1.267758,1.353062
5.407020,0.034785,0.108478,0.182264,0.256210,0.330381,0.404846,0.479674,0.554941,0.630724,0.707106,0.784177,0.862033,0.940780,1.020532,1.101419,1.183584,1.267191,1.352426
5.408020,0.034772,0.108437,0.182196,0.256113,0.330256,0.404692,0.479491,0.554727,0.630479,0.706830,0.783868,0.861692,0.940406,1.020124,1.100977,1.183106,1.266681,1.351884
5.409020,0.034759,0.108396,0.182127,0.256017,0.330131,0.404537,0.479307,0.554513,0.630235,0.706554,0.783560,0.861349,0.940026,1.019706,1.100520,1.182609,1.266137,1.351291
5.410021,0.034746,0.108355,0.182058,0.255920,0.330006,0.404384,0.479124,0.554301,0.629991,0.706278,0.783251,0.861005,0.939647,1.019290,1.100063,1.182110,1.265594,1.350698
5.411021,0.034733,0.108315,0.181990,0.255824,0.329881,0.404230,0.478941,0.554087,0.629747,0.706002,0.782942,0.860662,0.939268,1.018873,1.099607,1.181612,1.265050,1.350107
5.412021,0.034716,0.108263,0.181903,0.255701,0.329724,0.404038,0.478715,0.553828,0.629454,0.705676,0.782582,0.860270,0.938842,1.018414,1.099113,1.181083,1.264484,1.349500
5.413021,0.034689,0.108178,0.181761,0.255502,0.329468,0.403726,0.478346,0.553403,0.628975,0.705143,0.781997,0.859632,0.938153,1.017676,1.098328,1.180251,1.263607,1.348582
5.414021,0.034657,0.108077,0.181589,0.255257,0.329146,0.403322,0.477854,0.552815,0.628302,0.704392,0.781169,0.858728,0.937175,1.016623,1.097201,1.179052,1.262338,1.347243
5.415022,0.034656,0.108076,0.181588,0.255256,0.329145,0.403321,0.477853,0.552815,0.628282,0.704336,0.781063,0.858558,0.936924,1.016272,1.096728,1.178432,1.261541,1.346235
5.416022,0.034658,0.108081,0.181597,0.255269,0.329161,0.403342,0.477880,0.552848,0.628322,0.704383,0.781120,0.858625,0.937003,1.016364,1.096836,1.178557,1.261686,1.346403
5.417022,0.034654,0.108069,0.181576,0.255240,0.329126,0.403300,0.477832,0.552794,0.628265,0.704324,0.781059,0.858566,0.936946,1.016313,1.096792,1.178523,1.261666,1.346400
5.418022,0.034642,0.108030,0.181511,0.255149,0.329008,0.403155,0.477661,0.552597,0.628041,0.704074,0.780783,0.858264,0.936620,1.015963,1.096419,1.178131,1.261255,1.345975
5.419022,0.034629,0.107990,0.181443,0.255053,0.328883,0.403002,0.477478,0.552384,0.627798,0.703799,0.780476,0.857922,0.936242,1.015547,1.095965,1.177634,1.260715,1.345387
5.420022,0.034615,0.107946,0.181370,0.254950,0.328751,0.402840,0.477286,0.552163,0.627545,0.703515,0.780161,0.857575,0.935860,1.015130,1.095510,1.177138,1.260174,1.344798
5.421023,0.034598,0.107894,0.181282,0.254827,0.328592,0.402646,0.477057,0.551898,0.627245,0.703180,0.779790,0.857168,0.935419,1.014654,1.094998,1.176591,1.259591,1.344177
5.422023,0.034578,0.107832,0.181179,0.254682,0.328406,0.402418,0.476787,0.551586,0.626892,0.702785,0.779353,0.856690,0.934899,1.014092,1.094394,1.175945,1.258902,1.343445
5.423023,0.034576,0.107824,0.181164,0.254659,0.328374,0.402374,0.476730,0.551511,0.626795,0.702662,0.779199,0.856498,0.934662,1.013802,1.094041,1.175519,1.258390,1.342832
5.424023,0.034564,0.107787,0.181102,0.254572,0.328261,0.402236,0.476566,0.551323,0.626581,0.702423,0.778937,0.856214,0.934356,1.013476,1.093696,1.175155,1.258013,1.342448
5.425023,0.034551,0.107746,0.181034,0.254476,0.328137,0.402083,0.476384,0.551111,0.626339,0.702149,0.778628,0.855872,0.933979,1.013062,1.093243,1.174661,1.257472,1.341860
5.426024,0.034537,0.107705,0.180965,0.254379,0.328011,0.401929,0.476201,0.550898,0.626097,0.701877,0.778324,0.855532,0.933603,1.012646,1.092785,1.174166,1.256937,1.341276
5.427024,0.034525,0.107665,0.180896,0.254282,0.327887,0.401776,0.476018,0.550686,0.625854,0.701602,0.778017,0.855192,0.933227,1.012233,1.092334,1.173668,1.256396,1.340690
5.428024,0.034512,0.107625,0.180829,0.254187,0.327764,0.401625,0.475838,0.550475,0.625612,0.701328,0.777710,0.854850,0.932848,1.011816,1.091881,1.173178,1.255861,1.340105
5.429024,0.034499,0.107585,0.180761,0.254092,0.327640,0.401472,0.475656,0.550263,0.625368,0.701051,0.777401,0.854509,0.932475,1.011409,1.091433,1.172685,1.255319,1.339511
5.430024,0.034486,0.107544,0.180693,0.253996,0.327516,0.401320,0.475475,0.550054,0.625130,0.700785,0.777103,0.854177,0.932108,1.011005,1.090990,1.172201,1.254790,1.338937
5.431025,0.034473,0.107503,0.180625,0.253900,0.327392,0.401167,0.475293,0.549840,0.624885,0.700507,0.776790,0.853827,0.931719,1.010574,1.090523,1.171697,1.254248,1.338352
5.432025,0.034460,0.107463,0.180557,0.253805,0.327269,0.401016,0.475113,0.549632,0.624648,0.700240,0.776493,0.853499,0.931359,1.010181,1.090088,1.171216,1.253716,1.337768
5.433025,0.034447,0.107422,0.180488,0.253707,0.327143,0.400860,0.474928,0.549417,0.624402,0.699963,0.776184,0.853157,0.930982,1.009770,1.089640,1.170729,1.253189,1.337193
5.434025,0.034434,0.107382,0.180420,0.253610,0.327017,0.400705,0.474742,0.549199,0.624151,0.699679,0.775867,0.852806,0.930595,1.009345,1.089176,1.170223,1.252639,1.336597
5.435025,0.034421,0.107343,0.180355,0.253519,0.326900,0.400561,0.474571,0.549001,0.623924,0.699420,0.775574,0.852477,0.930229,1.008937,1.088724,1.169726,1.252102,1.336017
5.436025,0.034408,0.107302,0.180286,0.253422,0.326774,0.400407,0.474389,0.548790,0.623684,0.699150,0.775274,0.852146,0.929865,1.008541,1.088294,1.169258,1.251585,1.335447
5.437026,0.034395,0.107262,0.180219,0.253327,0.326650,0.400254,0.474204,0.548573,0.623433,0.698868,0.774960,0.851799,0.929485,1.008126,1.087842,1.168768,1.251056,1.334876
5.438026,0.034383,0.107222,0.180150,0.253231,0.326526,0.400101,0.474023,0.548362,0.623192,0.698591,0.774645,0.851446,0.929096,1.007701,1.087379,1.168265,1.250510,1.334286
5.439026,0.034369,0.107180,0.180081,0.253133,0.326400,0.399945,0.473837,0.548146,0.622945,0.698313,0.774333,0.851097,0.928709,1.007276,1.086916,1.167761,1.249962,1.333691
5.440026,0.034357,0.107141,0.180015,0.253040,0.326279,0.399797,0.473660,0.547940,0.622709,0.698045,0.774034,0.850769,0.928350,1.006881,1.086482,1.167287,1.249446,1.333129
5.441026,0.034344,0.107103,0.179950,0.252949,0.326161,0.399652,0.473489,0.547741,0.622483,0.697793,0.773754,0.850458,0.928001,1.006492,1.086050,1.166812,1.248926,1.332561
5.442027,0.034331,0.107061,0.179881,0.252852,0.326036,0.399499,0.473307,0.547531,0.622243,0.697522,0.773452,0.850123,0.927632,1.006088,1.085610,1.166330,1.248397,1.331981
5.443027,0.034319,0.107022,0.179815,0.252759,0.325916,0.399351,0.473130,0.547324,0.622006,0.697253,0.773150,0.849786,0.927260,1.005679,1.085162,1.165841,1.247864,1.331400
5.444027,0.034306,0.106982,0.179747,0.252663,0.325791,0.399196,0.472946,0.547109,0.621761,0.696977,0.772842,0.849445,0.926884,1.005266,1.084711,1.165352,1.247337,1.330834
5.445027,0.034293,0.106941,0.179678,0.252566,0.325666,0.399044,0.472765,0.546900,0.621521,0.696707,0.772540,0.849110,0.926515,1.004862,1.084268,1.164865,1.246802,1.330246
5.446027,0.034279,0.106900,0.179609,0.252468,0.325540,0.398887,0.472578,0.546681,0.621269,0.696420,0.772216,0.848748,0.926112,1.004414,1.083773,1.164319,1.246200,1.329599
5.447028,0.034266,0.106858,0.179539,0.252370,0.325412,0.398730,0.472390,0.546462,0.621017,0.696134,0.771895,0.848389,0.925714,1.003984,1.083315,1.163835,1.245691,1.329051
5.448028,0.034253,0.106819,0.179472,0.252275,0.325290,0.398580,0.472211,0.546252,0.620779,0.695869,0.771604,0.848073,0.925374,1.003614,1.082908,1.163388,1.245201,1.328513
5.449028,0.034241,0.106781,0.179409,0.252186,0.325175,0.398439,0.472045,0.546062,0.620562,0.695624,0.771329,0.847767,0.925033,1.003235,1.082490,1.162926,1.244693,1.327954
5.450028,0.034229,0.106743,0.179345,0.252097,0.325059,0.398296,0.471874,0.545862,0.620333,0.695363,0.771034,0.847436,0.924665,1.002827,1.082038,1.162432,1.244155,1.327371
5.451028,0.034216,0.106703,0.179277,0.252001,0.324935,0.398144,0.471693,0.545652,0.620092,0.695091,0.770730,0.847100,0.924295,1.002421,1.081595,1.161953,1.243635,1.326807
5.452028,0.034204,0.106664,0.179211,0.251908,0.324815,0.397996,0.471516,0.545445,0.619855,0.694822,0.770429,0.846763,0.923921,1.002009,1.081141,1.161448,1.243076,1.326201
5.453029,0.034189,0.106619,0.179136,0.251801,0.324676,0.397824,0.471311,0.545208,0.619586,0.694523,0.770100,0.846405,0.923534,1.001593,1.080697,1.160977,1.242577,1.325662
5.454029,0.034178,0.106584,0.179077,0.251719,0.324571,0.397695,0.471159,0.545030,0.619380,0.694286,0.769829,0.846100,0.923192,1.001211,1.080273,1.160508,1.242060,1.325093
5.455029,0.034165,0.106544,0.179010,0.251624,0.324448,0.397544,0.470979,0.544820,0.619140,0.694015,0.769526,0.845762,0.922818,1.000798,1.079818,1.160007,1.241512,1.324507
5.456029,0.034153,0.106504,0.178943,0.251529,0.324325,0.397393,0.470799,0.544611,0.618901,0.693745,0.769225,0.845429,0.922450,1.000395,1.079378,1.159528,1.240997,1.323941
5.457029,0.034140,0.106463,0.178874,0.251433,0.324200,0.397240,0.470618,0.544401,0.618661,0.693476,0.768925,0.845097,0.922087,0.999999,1.078948,1.159061,1.240484,1.323378
5.458030,0.034126,0.106422,0.178805,0.251336,0.324075,0.397085,0.470433,0.544187,0.618417,0.693200,0.768618,0.844757,0.921713,0.999590,1.078502,1.158578,1.239960,1.322811
5.459030,0.034114,0.106384,0.178741,0.251245,0.323957,0.396940,0.470259,0.543981,0.618179,0.692928,0.768309,0.844408,0.921322,0.999152,1.078014,1.158038,1.239365,1.322156
5.460030,0.034101,0.106342,0.178670,0.251145,0.323828,0.396782,0.470072,0.543767,0.617937,0.692658,0.768011,0.844084,0.920971,0.998775,1.077611,1.157606,1.238903,1.321663
5.461030,0.034088,0.106303,0.178604,0.251052,0.323707,0.396632,0.469892,0.543555,0.617692,0.692377,0.767692,0.843724,0.920567,0.998324,1.077108,1.157046,1.238282,1.320976
5.462030,0.034072,0.106252,0.178519,0.250933,0.323555,0.396446,0.469673,0.543304,0.617408,0.692062,0.767347,0.843349,0.920163,0.997892,1.076649,1.156562,1.237773,1.320441
5.463031,0.034061,0.106219,0.178464,0.250854,0.323452,0.396319,0.469520,0.543122,0.617196,0.691819,0.767069,0.843033,0.919806,0.997490,1.076198,1.156056,1.237206,1.319807
5.464031,0.034048,0.106176,0.178391,0.250752,0.323319,0.396154,0.469326,0.542899,0.616944,0.691538,0.766761,0.842699,0.919447,0.997106,1.075791,1.155627,1.236756,1.319338
5.465031,0.034038,0.106148,0.178343,0.250684,0.323232,0.396048,0.469198,0.542748,0.616769,0.691336,0.766529,0.842435,0.919147,0.996768,1.075409,1.155198,1.236275,1.318801
5.466031,0.034025,0.106105,0.178271,0.250583,0.323100,0.395886,0.469003,0.542520,0.616509,0.691045,0.766207,0.842081,0.918761,0.996349,1.074959,1.154718,1.235765,1.318259
5.467031,0.034013,0.106068,0.178210,0.250496,0.322988,0.395748,0.468840,0.542331,0.616293,0.690800,0.765932,0.841775,0.918422,0.995975,1.074546,1.154261,1.235260,1.317701
5.468032,0.034000,0.106029,0.178144,0.250403,0.322868,0.395601,0.468665,0.542128,0.616061,0.690536,0.765636,0.841444,0.918055,0.995569,1.074100,1.153772,1.234731,1.317131
5.469032,0.033988,0.105990,0.178078,0.250311,0.322749,0.395454,0.468489,0.541923,0.615824,0.690268,0.765334,0.841107,0.917681,0.995156,1.073645,1.153278,1.234198,1.316559
5.470032,0.033975,0.105951,0.178012,0.250217,0.322627,0.395304,0.468311,0.541716,0.615587,0.690000,0.765034,0.840773,0.917312,0.994751,1.073205,1.152806,1.233685,1.316000
5.471032,0.033962,0.105911,0.177945,0.250123,0.322506,0.395155,0.468134,0.541511,0.615354,0.689739,0.764744,0.840455,0.916965,0.994373,1.072793,1.152347,1.233175,1.315437
5.472032,0.033949,0.105870,0.177876,0.250026,0.322380,0.394999,0.467948,0.541293,0.615103,0.689454,0.764427,0.840106,0.916582,0.993956,1.072340,1.151857,1.232646,1.314863
5.473032,0.033937,0.105832,0.177811,0.249935,0.322263,0.394856,0.467778,0.541095,0.614877,0.689199,0.764138,0.839780,0.916217,0.993556,1.071903,1.151383,1.232133,1.314313
5.474033,0.033925,0.105792,0.177746,0.249842,0.322143,0.394708,0.467602,0.540890,0.614642,0.688933,0.763844,0.839457,0.915865,0.993168,1.071476,1.150914,1.231618,1.313744
5.475033,0.033912,0.105754,0.177680,0.249750,0.322023,0.394561,0.467427,0.540687,0.614410,0.688670,0.763547,0.839124,0.915493,0.992757,1.071029,1.150428,1.231091,1.313174
5.476033,0.033900,0.105714,0.177614,0.249657,0.321903,0.394414,0.467252,0.540484,0.614179,0.688411,0.763258,0.838805,0.915143,0.992374,1.070609,1.149969,1.230590,1.312629
5.477033,0.033884,0.105667,0.177534,0.249545,0.321759,0.394237,0.467044,0.540244,0.613907,0.688107,0.762923,0.838439,0.914747,0.991946,1.070147,1.149472,1.230058,1.312061
5.478033,0.033874,0.105636,0.177482,0.249471,0.321663,0.394118,0.466899,0.540072,0.613706,0.687876,0.762658,0.838137,0.914404,0.991558,1.069709,1.148979,1.229504,1.311437
5.479034,0.033860,0.105592,0.177409,0.249369,0.321531,0.393956,0.466708,0.539853,0.613459,0.687600,0.762354,0.837806,0.914045,0.991173,1.069299,1.148542,1.229043,1.310952
5.480034,0.033849,0.105556,0.177348,0.249282,0.321417,0.393815,0.466537,0.539651,0.613224,0.687330,0.762046,0.837456,0.913651,0.990729,1.068800,1.147985,1.228421,1.310295
5.481034,0.033837,0.105518,0.177284,0.249192,0.321302,0.393673,0.466370,0.539458,0.613006,0.687086,0.761777,0.837161,0.913331,0.990384,1.068432,1.147597,1.228011,1.309828
5.482034,0.033824,0.105478,0.177216,0.249097,0.321178,0.393522,0.466191,0.539250,0.612768,0.686818,0.761478,0.836831,0.912967,0.989987,1.067997,1.147120,1.227489,1.309263
5.483034,0.033812,0.105440,0.177152,0.249006,0.321061,0.393377,0.466017,0.539047,0.612535,0.686553,0.761179,0.836497,0.912597,0.989582,1.067558,1.146645,1.226976,1.308706
5.484035,0.033799,0.105401,0.177087,0.248915,0.320943,0.393232,0.465845,0.538847,0.612306,0.686295,0.760891,0.836177,0.912244,0.989190,1.067123,1.146168,1.226456,1.308138
5.485035,0.033786,0.105360,0.177018,0.248818,0.320818,0.393079,0.465664,0.538637,0.612066,0.686026,0.760592,0.835848,0.911884,0.988798,1.066698,1.145705,1.225951,1.307589
5.486035,0.033773,0.105319,0.176949,0.248720,0.320692,0.392924,0.465479,0.538421,0.611821,0.685748,0.760282,0.835505,0.911506,0.988384,1.066246,1.145212,1.225416,1.307009
5.487035,0.033760,0.105280,0.176882,0.248626,0.320570,0.392774,0.465300,0.538215,0.611584,0.685482,0.759985,0.835176,0.911145,0.987988,1.065815,1.144744,1.224910,1.306462
5.488035,0.033749,0.105244,0.176822,0.248541,0.320460,0.392638,0.465137,0.538022,0.611362,0.685227,0.759699,0.834858,0.910794,0.987603,1.065393,1.144283,1.224406,1.305913
5.489035,0.033736,0.105205,0.176757,0.248450,0.320342,0.392494,0.464966,0.537824,0.611137,0.684975,0.759415,0.834541,0.910441,0.987212,1.064963,1.143816,1.223901,1.305368
5.490036,0.033723,0.105165,0.176689,0.248354,0.320218,0.392340,0.464783,0.537611,0.610893,0.684702,0.759113,0.834208,0.910077,0.986818,1.064536,1.143350,1.223394,1.304816
5.491036,0.033711,0.105127,0.176626,0.248265,0.320103,0.392199,0.464616,0.537418,0.610672,0.684450,0.758830,0.833892,0.909727,0.986430,1.064109,1.142882,1.222881,1.304254
5.492036,0.033699,0.105089,0.176562,0.248175,0.319986,0.392055,0.464443,0.537216,0.610440,0.684187,0.758534,0.833561,0.909359,0.986023,1.063660,1.142388,1.222337,1.303658
5.493036,0.033686,0.105047,0.176492,0.248076,0.319859,0.391900,0.464260,0.537003,0.610199,0.683917,0.758235,0.833233,0.909001,0.985636,1.063243,1.141940,1.221859,1.303148
5.494036,0.033674,0.105011,0.176430,0.247989,0.319745,0.391758,0.464091,0.536806,0.609971,0.683657,0.757941,0.832904,0.908635,0.985234,1.062805,1.141464,1.221342,1.302589
5.495037,0.033662,0.104972,0.176364,0.247896,0.319626,0.391611,0.463915,0.536602,0.609739,0.683397,0.757652,0.832586,0.908286,0.984849,1.062380,1.140998,1.220831,1.302028
5.496037,0.033649,0.104934,0.176300,0.247806,0.319509,0.391468,0.463745,0.536404,0.609512,0.683140,0.757363,0.832263,0.907929,0.984455,1.061947,1.140523,1.220312,1.301462
5.497037,0.033637,0.104895,0.176235,0.247714,0.319390,0.391322,0.463571,0.536202,0.609280,0.682878,0.757070,0.831938,0.907570,0.984061,1.061516,1.140053,1.219800,1.300910
5.498037,0.033624,0.104855,0.176169,0.247621,0.319269,0.391174,0.463395,0.535997,0.609046,0.682614,0.756776,0.831613,0.907212,0.983670,1.061091,1.139591,1.219301,1.300378
